name,url,boxrec_id,slug,db_matched
Arturo Popoca,https://boxrec.com/en/box-pro/983389,983389,,no
Larry Mosley,https://boxrec.com/en/box-pro/32963,32963,,no
Todd Foster,https://boxrec.com/en/box-pro/4637,4637,todd-foster,yes
Hyun Mi Choi,https://boxrec.com/en/box-pro/459071,459071,choi-hyun-mi,yes
Rod Salka,https://boxrec.com/en/box-pro/397913,397913,rod-salka,yes
Freudis Rojas,https://boxrec.com/en/box-pro/854259,854259,,no
Ray Lewis,https://boxrec.com/en/box-pro/112249,112249,ray-lewis,yes
Manuel Medina,https://boxrec.com/en/box-pro/503,503,,no
Scott LeDoux,https://boxrec.com/en/box-pro/8624,8624,scott-ledoux,yes
Ryan James Racaza,https://boxrec.com/en/box-pro/723119,723119,,no
Rolando Chinea,https://boxrec.com/en/box-pro/587965,587965,,no
Dariusz Michalczewski,https://boxrec.com/en/box-pro/4141,4141,dariusz-michalczewski,yes
Augie Sanchez,https://boxrec.com/en/box-pro/7878,7878,,no
Dave Apolinario,https://boxrec.com/en/box-pro/798869,798869,dave-apolinario,yes
Fres Oquendo,https://boxrec.com/en/box-pro/14027,14027,fres-oquendo,yes
Chris Kongo,https://boxrec.com/en/box-pro/769395,769395,chris-kongo,yes
Gonzalo Gaston Coria,https://boxrec.com/en/box-pro/770153,770153,gonzalo-coria,yes
David Vedder,https://boxrec.com/en/box-pro/2893,2893,,no
Abe Attell,https://boxrec.com/en/box-pro/10723,10723,abe-attell,yes
Rohan Murdock,https://boxrec.com/en/box-pro/553637,553637,rohan-murdock,yes
Juan Barajas,https://boxrec.com/en/box-pro/795460,795460,juan-jose-barajas,yes
Ross Puritty,https://boxrec.com/en/box-pro/5622,5622,ross-puritty,yes
Zhora Hamazaryan,https://boxrec.com/en/box-pro/731857,731857,zhora-hamazaryan,yes
Shelly Vincent,https://boxrec.com/en/box-pro/584151,584151,shelly-vincent,yes
Monroe Brooks,https://boxrec.com/en/box-pro/370,370,monroe-brooks,yes
Emanuel Augustus,https://boxrec.com/en/box-pro/006887,006887,,no
Joseph Ward,https://boxrec.com/en/box-pro/851126,851126,joseph-ward,yes
Jack O'Halloran,https://boxrec.com/en/box-pro/109,109,jack-ohalloran,yes
Kip Diggs,https://boxrec.com/en/box-pro/7204,7204,,no
Jose Sanmartin,https://boxrec.com/en/box-pro/584416,584416,,no
Eduardo Nunez Yanez,https://boxrec.com/en/box-pro/718571,718571,eduardo-nunez-yanez,yes
Rocky Burke,https://boxrec.com/en/box-pro/100462,100462,,no
Elijah Gonzalez,https://boxrec.com/en/box-pro/1277187,1277187,,no
Ryan Rhodes,https://boxrec.com/en/box-pro/7495,7495,,no
Sora Tanaka,https://boxrec.com/en/box-pro/1243144,1243144,,no
Joe Mesi,https://boxrec.com/en/box-pro/16554,16554,joe-mesi,yes
Abel Gonzalez,https://boxrec.com/en/box-pro/921222,921222,abel-gonzalez,yes
Brandon Cook,https://boxrec.com/en/box-pro/559487,559487,brandon-cook,yes
Ivan Morales,https://boxrec.com/en/box-pro/523249,523249,ivan-morales,yes
Fidel Navarrete,https://boxrec.com/en/box-pro/645472,645472,,no
Jesus Gonzales,https://boxrec.com/en/box-pro/204462,204462,jesus-gonzales,yes
Carlos Zarate,https://boxrec.com/en/box-pro/000402,000402,,no
Calvin Grove,https://boxrec.com/en/box-pro/578,578,calvin-grove,yes
Thomas O'Toole,https://boxrec.com/en/box-pro/924046,924046,thomas-otoole,yes
Carl Martin,https://boxrec.com/cn/box-pro/747770,747770,carl-jammes-martin,yes
Ihor Shevadzutskyi,https://boxrec.com/en/box-pro/856426,856426,,no
Olanrewaju Durodola,https://boxrec.com/en/box-pro/580952,580952,olanrewaju-durodola,yes
Fritzie Zivic,https://boxrec.com/en/box-pro/009437,009437,,no
Justin Pauldo,https://boxrec.com/en/box-pro/690677,690677,,no
Hector Manuel Zepeda,https://boxrec.com/en/box-pro/699710,699710,,no
Dusty Hernandez Harrison,https://boxrec.com/en/box-pro/571019,571019,dusty-hernandez-harrison,yes
Roy Williams,https://boxrec.com/en/box-pro/234,234,roy-williams,yes
Jorge Paez Jr,https://boxrec.com/en/box-pro/304213,304213,jorge-paez-jr,yes
Gabriel Bracero,https://boxrec.com/en/box-pro/38466,38466,,no
Leonard Dorin Doroftei,https://boxrec.com/en/box-pro/14354,14354,leonard-doroftei,yes
Wendy Toussaint,https://boxrec.com/en/box-pro/657916,657916,,no
Najee Lopez,https://boxrec.com/es/box-pro/863418,863418,najee-lopez,yes
George Benton,https://boxrec.com/en/box-pro/16258,16258,,no
Ulises Sierra,https://boxrec.com/en/box-pro/616798,616798,,no
Sullivan Barrera,https://boxrec.com/en/box-pro/505296,505296,sullivan-barrera,yes
Wilfredo Mendez,https://boxrec.com/en/box-pro/766660,766660,wilfredo-mendez,yes
Dominic Matthew Barry,https://boxrec.com/cn/box-pro/1184492,1184492,,no
Agustin Ezequiel Quintana,https://boxrec.com/en/box-pro/789541,789541,,no
Daniel Barrera,https://boxrec.com/en/box-pro/901534,901534,,no
Ivana Habazin,https://boxrec.com/en/box-pro/540056,540056,ivana-habazin,yes
Fernando David Saucedo,https://boxrec.com/en/box-pro/57485,57485,fernando-david-saucedo,yes
Marco Huck,https://boxrec.com/en/box-pro/280342,280342,marco-huck,yes
Bill Natty,https://boxrec.com/en/box-pro/524801,524801,,no
Aaron Herrera,https://boxrec.com/en/box-pro/61322,61322,aaron-herrera,yes
Rodolfo Orozco,https://boxrec.com/en/box-pro/723886,723886,,no
Joe Lipsey,https://boxrec.com/en/box-pro/6713,6713,joe-lipsey,yes
Henry Cooper,https://boxrec.com/en/box-pro/9379,9379,henry-cooper,yes
Ed Matthews,https://boxrec.com/en/box-pro/278271,278271,ed-matthews,yes
Darrin Van Horn,https://boxrec.com/en/box-pro/8600,8600,darrin-van-horn,yes
Harold Eduardo Calderon,https://boxrec.com/en/box-pro/670121,670121,,no
Mario Martinez,https://boxrec.com/en/box-pro/1130,1130,mario-martinez,yes
Andy Ganigan,https://boxrec.com/en/box-pro/9528,9528,andy-ganigan,yes
Tocker Pudwill,https://boxrec.com/en/box-pro/13395,13395,,no
Money Powell IV,https://boxrec.com/en/box-pro/791798,791798,,no
Maria de Jesus Ramos,https://boxrec.com/en/box-pro/689605,689605,,no
Steve Forbes,https://boxrec.com/en/box-pro/14432,14432,steve-forbes,yes
Sukhdeep Singh Bhatti,https://boxrec.com/ru/box-pro/825992,825992,sukhdeep-singh-bhatti,yes
Mike Mollo,https://boxrec.com/en/box-pro/69219,69219,mike-mollo,yes
Francesco Patera,https://boxrec.com/en/box-pro/625357,625357,francesco-patera,yes
Bobby Bartels,https://boxrec.com/en/box-pro/21654,21654,,no
Joshua Garcia,https://boxrec.com/en/box-pro/1012823,1012823,joshua-garcia,yes
Wilfredo Vazquez,https://boxrec.com/en/box-pro/627,627,wilfredo-vazquez,yes
Louis Taylor,https://boxrec.com/en/box-pro/1025135,1025135,,no
Oscar Ramon Duarte,https://boxrec.com/en/box-pro/95410,95410,,no
Jaime Arboleda,https://boxrec.com/en/box-pro/682293,682293,jaime-arboleda,yes
Vince Phillips,https://boxrec.com/en/box-pro/1629,1629,vince-phillips,yes
Ramon Olivas Echeverria,https://boxrec.com/en/box-pro/582216,582216,ramon-olivas-echeverria,yes
Tobias Green,https://boxrec.com/en/box-pro/717302,717302,,no
Gor Yeritsyan,https://boxrec.com/en/box-pro/800124,800124,,no
Carmine Vingo,https://boxrec.com/en/box-pro/12211,12211,,no
Oleg Maskaev,https://boxrec.com/en/box-pro/6688,6688,oleg-maskaev,yes
Magomed Abdusalamov,https://boxrec.com/en/box-pro/467271,467271,magomed-abdusalamov,yes
Nicolas Hernandez,https://boxrec.com/en/box-pro/697766,697766,,no
Jose Velasquez,https://boxrec.com/en/box-pro/641665,641665,jose-velasquez,yes
Estelle Mossely,https://boxrec.com/en/box-pro/842863,842863,estelle-mossely,yes
Miguel Angel Gonzalez,https://boxrec.com/en/box-pro/8258,8258,miguel-angel-gonzalez,yes
George Davey,https://boxrec.com/en/box-pro/894114,894114,george-davey,yes
Kyron Brown,https://boxrec.com/en/box-pro/904613,904613,kyron-brown,yes
Cesar Navarro,https://boxrec.com/en/box-pro/793329,793329,cesar-navarro,yes
Adrian Taylor,https://boxrec.com/en/box-pro/769997,769997,,no
DeAndre Ware,https://boxrec.com/en/box-pro/705876,705876,deandre-ware,yes
Noriko Kariya,https://boxrec.com/en/box-pro/314158,314158,noriko-kariya,yes
Jeremias Nicolas Ponce,https://boxrec.com/en/box-pro/730557,730557,jeremias-ponce,yes
Israel Rodriguez Picazo,https://boxrec.com/en/box-pro/735632,735632,,no
Marlon Thomas,https://boxrec.com/en/box-pro/7873,7873,,no
Saoul Mamby,https://boxrec.com/en/box-pro/235,235,,no
Randall Bailey,https://boxrec.com/en/box-pro/6750,6750,randall-bailey,yes
Jerry Stephens,https://boxrec.com/en/box-pro/19673,19673,,no
Hector Alatorre,https://boxrec.com/ru/box-pro/215159,215159,,no
Arely Mucino,https://boxrec.com/en/box-pro/444348,444348,arely-mucino,yes
Miriam Gutierrez,https://boxrec.com/en/box-pro/793604,793604,miriam-gutierrez,yes
Dmitry Kudryashov,https://boxrec.com/en/box-pro/579033,579033,dmitry-kudryashov,yes
Obie Walker,https://boxrec.com/en/box-pro/21583,21583,obie-walker,yes
Josh Wagner,https://boxrec.com/en/box-pro/660104,660104,josh-wagner,yes
Nonito Donaire,https://boxrec.com/en/box-pro/048243,048243,,no
Hector Munoz,https://boxrec.com/en/box-pro/73616,73616,,no
Marion Wilson,https://boxrec.com/en/box-pro/4537,4537,,no
Tyrell Biggs,https://boxrec.com/en/box-pro/001006,001006,,no
Hyung Chul Lee,https://boxrec.com/en/box-pro/1014,1014,,no
Antonio DeMarco,https://boxrec.com/en/box-pro/260221,260221,antonio-demarco,yes
Keith Holmes,https://boxrec.com/en/box-pro/2046,2046,keith-holmes,yes
Jacqui Frazier Lyde,https://boxrec.com/en/box-pro/015511,015511,,no
Lou Bizzarro,https://boxrec.com/en/box-pro/41703,41703,lou-bizzarro,yes
Anthony Vieira,https://boxrec.com/en/box-pro/955094,955094,,no
Juan Zayas,https://boxrec.com/en/box-pro/849674,849674,,no
Sugar Ramos,https://boxrec.com/en/box-pro/12683,12683,,no
Jeronimo Garcia,https://boxrec.com/en/box-pro/20307,20307,,no
Kina Malpartida,https://boxrec.com/en/box-pro/209478,209478,kina-malpartida,yes
Gerwin Asilo,https://boxrec.com/en/box-pro/895300,895300,,no
Israel Gonzalez,https://boxrec.com/en/box-pro/706470,706470,israel-gonzalez,yes
Kingsley Ibeh,https://boxrec.com/es/box-pro/898187,898187,,no
Michael Bracamontes,https://boxrec.com/ru/box-pro/1100817,1100817,,no
Reshat Mati,https://boxrec.com/en/box-pro/848190,848190,reshat-mati,yes
Michelle Morales,https://boxrec.com/en/box-pro/874872,874872,,no
Charles Murray,https://boxrec.com/en/box-pro/1627,1627,,no
Desmond Carr,https://boxrec.com/en/box-pro/1224176,1224176,,no
Carl Thompson,https://boxrec.com/en/box-pro/1259,1259,carl-thompson,yes
Shea Neary,https://boxrec.com/en/box-pro/4679,4679,shea-neary,yes
Trinidad Vargas,https://boxrec.com/en/box-pro/998070,998070,,no
Jeremy Ramos,https://boxrec.com/en/box-pro/607533,607533,,no
Ronnie Shields,https://boxrec.com/en/box-pro/2782,2782,,no
Adrian Leyva,https://boxrec.com/en/box-pro/800241,800241,,no
Ralfs Vilcans,https://boxrec.com/en/box-pro/788976,788976,,no
Scott Quigg,https://boxrec.com/en/box-pro/391424,391424,scott-quigg,yes
Ema Kozin,https://boxrec.com/en/box-pro/774305,774305,ema-kozin,yes
Jorge Luis Gonzalez,https://boxrec.com/en/box-pro/8597,8597,,no
Rodrigo Valdes,https://boxrec.com/en/box-pro/12376,12376,,no
Mustafa Hamsho,https://boxrec.com/en/box-pro/857,857,mustafa-hamsho,yes
Regina Halmich,https://boxrec.com/en/box-pro/5620,5620,regina-halmich,yes
Brent Cooper,https://boxrec.com/en/box-pro/16728,16728,brent-cooper,yes
Lawrence King,https://boxrec.com/en/box-pro/786000,786000,lawrence-king,yes
Juan Salgado Zambrano,https://boxrec.com/en/box-pro/178718,178718,juan-carlos-salgado,yes
Jabin Chollet,https://boxrec.com/en/box-pro/1059080,1059080,,no
Harold Sconiers,https://boxrec.com/en/box-pro/14743,14743,,no
Joe Mesi,https://boxrec.com/en/box-pro/016554,016554,,no
Roberto Duran Jr,https://boxrec.com/en/box-pro/19990,19990,roberto-duran-jr,yes
Khabib Allakhverdiev,https://boxrec.com/en/box-pro/387379,387379,khabib-allakhverdiev,yes
Vito Antuofermo,https://boxrec.com/en/box-pro/11417,11417,vito-antuofermo,yes
Omar Chavez,https://boxrec.com/en/box-pro/136100,136100,,no
Christian Avalos,https://boxrec.com/en/box-pro/872584,872584,,no
Ryan Burnett,https://boxrec.com/en/box-pro/648299,648299,ryan-burnett,yes
Jonas Sultan,https://boxrec.com/en/box-pro/648292,648292,jonas-sultan,yes
Hideyuki Ohashi,https://boxrec.com/en/box-pro/3621,3621,,no
Paul Gallen,https://boxrec.com/ru/box-pro/675567,675567,paul-gallen,yes
Jennifer Salinas,https://boxrec.com/en/box-pro/190888,190888,jennifer-salinas,yes
Daniele Scardina,https://boxrec.com/en/box-pro/736595,736595,daniele-scardina,yes
Luciano Ramos,https://boxrec.com/en/box-pro/882059,882059,luciano-ramos,yes
Muhammad Waseem,https://boxrec.com/en/box-pro/730796,730796,muhammad-waseem,yes
MIchael A. Velez-Garcia,https://boxrec.com/es/box-pro/1314384,1314384,,no
Jason Gavern,https://boxrec.com/en/box-pro/179373,179373,jason-gavern,yes
Jeovanny Estela,https://boxrec.com/en/box-pro/865237,865237,,no
Sam Hyde,https://boxrec.com/en/box-pro/675454,675454,sam-hyde,yes
Frank Martin,https://boxrec.com/en/box-pro/761963,761963,,no
Brandon Valdes,https://boxrec.com/en/box-pro/750565,750565,,no
Ricardo Brown,https://boxrec.com/en/box-pro/859012,859012,,no
Eusebio Pedroza,https://boxrec.com/en/box-pro/9013,9013,eusebio-pedroza,yes
Sho Ishida,https://boxrec.com/en/box-pro/484564,484564,,no
Brian Minto,https://boxrec.com/en/box-pro/154474,154474,brian-minto,yes
Glen Tapia,https://boxrec.com/en/box-pro/479858,479858,glen-tapia,yes
Bec Rawlings-Rodriguez,https://boxrec.com/en/box-pro/851858,851858,,no
Max Schmeling,https://boxrec.com/en/box-pro/9041,9041,max-schmeling,yes
Trino Mora,https://boxrec.com/en/box-pro/513024,513024,,no
Batyrzhan Jukembayev,https://boxrec.com/en/box-pro/729904,729904,batyrzhan-jukembayev,yes
Amilcar Vidal Jr,https://boxrec.com/en/box-pro/833008,833008,amilcar-vidal-jr,yes
Jose Napoles,https://boxrec.com/en/box-pro/9025,9025,jose-napoles,yes
Jay Gregory,https://boxrec.com/en/box-pro/972762,972762,,no
Reg Stewart,https://boxrec.com/en/box-pro/473489,473489,,no
Jose Luis Ramirez,https://boxrec.com/en/box-pro/8152,8152,jose-luis-ramirez-garcia,yes
Sumbu Kalambay,https://boxrec.com/en/box-pro/001012,001012,,no
Ivan Alvarez,https://boxrec.com/en/box-pro/507999,507999,ivan-alvarez,yes
Kendo Castaneda,https://boxrec.com/en/box-pro/628089,628089,,no
Patrice Volny,https://boxrec.com/en/box-pro/748097,748097,patrice-volny,yes
Blake Wells,https://boxrec.com/en/box-pro/752134,752134,,no
Pancho Villa,https://boxrec.com/en/box-pro/9433,9433,pancho-villa_0,yes
Yesenia Gomez,https://boxrec.com/en/box-pro/576302,576302,,no
Dyah Davis,https://boxrec.com/en/box-pro/269080,269080,dyah-davis,yes
Miguel Parra,https://boxrec.com/en/box-pro/672233,672233,miguel-parra-ramirez,yes
Harley Benn,https://boxrec.com/en/box-pro/785982,785982,harley-benn,yes
Toshihiro Suzuki,https://boxrec.com/en/box-pro/867480,867480,,no
Alexis Rocha,https://boxrec.com/en/box-pro/777884,777884,alexis-rocha,yes
Lee Canalito,https://boxrec.com/en/box-pro/27620,27620,lee-canalito,yes
Ramon Valdez,https://boxrec.com/en/box-pro/571559,571559,ramon-valdez,yes
Ryosuke Iwasa,https://boxrec.com/en/box-pro/462044,462044,ryosuke-iwasa,yes
Miel Fajardo,https://boxrec.com/en/box-pro/780193,780193,miel-fajardo,yes
Jezzrel Corrales,https://boxrec.com/en/box-pro/483657,483657,jezreel-corrales,yes
Luis Castillo,https://boxrec.com/en/box-pro/686979,686979,,no
Nathan Heaney,https://boxrec.com/cn/box-pro/816556,816556,nathan-heaney,yes
Mary Romero,https://boxrec.com/en/box-pro/739392,739392,,no
Reggie Gross,https://boxrec.com/en/box-pro/960,960,,no
Jack Sharkey,https://boxrec.com/en/box-pro/10616,10616,jack-sharkey,yes
Kennedy McKinney,https://boxrec.com/en/box-pro/1618,1618,kennedy-mckinney,yes
Karol Itauma,https://boxrec.com/en/box-pro/867442,867442,karol-itauma,yes
Frankie Warren,https://boxrec.com/en/box-pro/506,506,,no
Alfonzo Ratliff,https://boxrec.com/en/box-pro/586,586,,no
John John Molina,https://boxrec.com/en/box-pro/8492,8492,john-john-molina,yes
Mickey Goodwin,https://boxrec.com/en/box-pro/18038,18038,,no
Troy Jones,https://boxrec.com/en/box-pro/1040976,1040976,troy-jones,yes
David Lopez,https://boxrec.com/fr/box-pro/1027028,1027028,david-lopez,yes
Laszlo Papp,https://boxrec.com/en/box-pro/34798,34798,,no
James Tanksley,https://boxrec.com/en/box-pro/702304,702304,,no
Richard Rivera,https://boxrec.com/en/box-pro/784475,784475,richard-rivera,yes
Gustavo Octavio Castro,https://boxrec.com/es/box-pro/300797,300797,,no
Javonn Davis,https://boxrec.com/en/box-pro/863512,863512,,no
Alejandra Marina Oliveras,https://boxrec.com/en/box-pro/329929,329929,alejandra-marina-oliveras,yes
Eloy Perez,https://boxrec.com/en/box-pro/317310,317310,eloy-perez,yes
Joel Diaz,https://boxrec.com/en/box-pro/5712,5712,,no
Flavius Biea,https://boxrec.com/en/box-pro/641605,641605,flavius-biea,yes
Rudy Garcia,https://boxrec.com/en/box-pro/759591,759591,,no
Alexander Duran,https://boxrec.com/en/box-pro/562486,562486,,no
Luis Angel Firpo,https://boxrec.com/en/box-pro/10607,10607,luis-angel-firpo,yes
Bobby Quarry,https://boxrec.com/en/box-pro/4361,4361,,no
Barbara Buttrick,https://boxrec.com/en/box-pro/266349,266349,,no
Paul Marinaccio,https://boxrec.com/en/box-pro/106221,106221,paul-marinaccio,yes
Leon Bunn,https://boxrec.com/en/box-pro/781654,781654,leon-bunn,yes
Michael Angeletti,https://boxrec.com/en/box-pro/859683,859683,,no
Sarah Mahfoud,https://boxrec.com/en/box-pro/786389,786389,sarah-mahfoud,yes
Ryan Coyne,https://boxrec.com/en/box-pro/353148,353148,ryan-coyne,yes
Chris Howard,https://boxrec.com/en/box-pro/419402,419402,,no
Adam Stewart,https://boxrec.com/en/box-pro/750008,750008,,no
Ernie Terrell,https://boxrec.com/en/box-pro/9383,9383,ernie-terrell,yes
Christine Dupree,https://boxrec.com/en/box-pro/62084,62084,,no
Enriko Gogokhia,https://boxrec.com/en/box-pro/762194,762194,,no
Owen Beck,https://boxrec.com/en/box-pro/20088,20088,owen-beck,yes
Alexandre Choko,https://boxrec.com/en/box-pro/773835,773835,alexandre-choko,yes
Robert Calvin,https://boxrec.com/en/box-pro/898471,898471,,no
Daniel Valladares,https://boxrec.com/en/box-pro/679546,679546,daniel-valladares,yes
Emanuel Taylor,https://boxrec.com/en/box-pro/486749,486749,emanuel-taylor,yes
Spider Webb,https://boxrec.com/en/box-pro/10921,10921,,no
Art Hafey,https://boxrec.com/en/box-pro/9503,9503,art-hafey,yes
Sammy Vasquez,https://boxrec.com/en/box-pro/609076,609076,sammy-vasquez,yes
Ivan Calderon,https://boxrec.com/en/box-pro/41357,41357,ivan-calderon,yes
Jacob Matlala,https://boxrec.com/en/box-pro/668,668,jacob-matlala,yes
Bruce Finch,https://boxrec.com/en/box-pro/351,351,,no
Troy Dorsey,https://boxrec.com/en/box-pro/988,988,troy-dorsey,yes
Kevin Mosquera,https://boxrec.com/en/box-pro/1195346,1195346,,no
Agapito Sanchez,https://boxrec.com/en/box-pro/7296,7296,,no
Antonio Magruder,https://boxrec.com/en/box-pro/651715,651715,,no
Henry Akinwande,https://boxrec.com/en/box-pro/002011,002011,,no
Leotis Martin,https://boxrec.com/en/box-pro/011981,011981,,no
Tyler McCreary,https://boxrec.com/en/box-pro/696364,696364,tyler-mccreary,yes
Jhack Tepora,https://boxrec.com/en/box-pro/603792,603792,jhack-tepora,yes
Flash Elorde,https://boxrec.com/en/box-pro/12678,12678,gabriel-elorde,yes
Victor Toney,https://boxrec.com/en/box-pro/703861,703861,,no
Carlos Ornelas,https://boxrec.com/en/box-pro/709690,709690,,no
Romeo Romaeo,https://boxrec.com/en/box-pro/668419,668419,romeo-romaeo,yes
Corn Griffin,https://boxrec.com/en/box-pro/21023,21023,,no
Rolando Navarrete,https://boxrec.com/en/box-pro/9524,9524,,no
Carlos Bates,https://boxrec.com/en/box-pro/4070,4070,,no
Carlos Caraballo,https://boxrec.com/en/box-pro/773544,773544,carlos-caraballo,yes
Colin McMillan,https://boxrec.com/en/box-pro/8876,8876,,no
Andrzej Wawrzyk,https://boxrec.com/en/box-pro/377928,377928,,no
Mike Quarry,https://boxrec.com/en/box-pro/10872,10872,,no
Jamaal Davis,https://boxrec.com/en/box-pro/225139,225139,,no
Anthony Davis,https://boxrec.com/en/box-pro/3085,3085,,no
Istvan Kovacs,https://boxrec.com/en/box-pro/007490,007490,,no
Davey Moore,https://boxrec.com/en/box-pro/2617,2617,davey-moore_0,yes
Joey Maxim,https://boxrec.com/en/box-pro/10329,10329,joey-maxim,yes
Japhethlee Llamido,https://boxrec.com/en/box-pro/861680,861680,,no
Tommy McCarthy,https://boxrec.com/en/box-pro/687666,687666,tommy-mccarthy,yes
Marquis Pierce,https://boxrec.com/en/box-pro/654198,654198,,no
Sonny Conto,https://boxrec.com/en/box-pro/861334,861334,sonny-conto,yes
Ricardo Martinez,https://boxrec.com/en/box-pro/815600,815600,ricardo-martinez_0,yes
Peter Fury,https://boxrec.com/en/box-pro/52971,52971,peter-fury,yes
Ethan George,https://boxrec.com/fr/box-pro/1041668,1041668,,no
Ardi Ndembo,https://boxrec.com/fr/box-pro/912416,912416,,no
Courtney Pennington,https://boxrec.com/en/box-pro/624447,624447,,no
Alejandro Jair Gonzalez,https://boxrec.com/en/box-pro/846280,846280,,no
Sultan Ibragimov,https://boxrec.com/en/box-pro/113634,113634,sultan-ibragimov,yes
Yoko Gushiken,https://boxrec.com/en/box-pro/51302,51302,,no
Raheem Davis,https://boxrec.com/en/box-pro/1009824,1009824,,no
James J Jeffries,https://boxrec.com/en/box-pro/9022,9022,james-j-jeffries,yes
Juan Carlos Camacho-Rivera,https://boxrec.com/de/box-pro/768711,768711,,no
Gary O'Sullivan,https://boxrec.com/en/box-pro/434752,434752,gary-osullivan,yes
Jon Fernandez,https://boxrec.com/en/box-pro/715214,715214,jon-fernandez,yes
Raymond Serrano,https://boxrec.com/en/box-pro/427002,427002,raymond-serrano,yes
Dave Hilton,https://boxrec.com/en/box-pro/1654,1654,dave-hilton_0,yes
Mathew Rennie,https://boxrec.com/en/box-pro/853613,853613,,no
Lloyd Honeyghan,https://boxrec.com/en/box-pro/613,613,lloyd-honeyghan,yes
Oxandia Castillo,https://boxrec.com/en/box-pro/530896,530896,,no
Jacob Dickson,https://boxrec.com/en/box-pro/868269,868269,,no
Daniel Haro,https://boxrec.com/en/box-pro/1025210,1025210,,no
David Radford,https://boxrec.com/en/box-pro/10758,10758,,no
Jon Jon Jet,https://boxrec.com/en/box-pro/743482,743482,,no
Alejandro Luna,https://boxrec.com/en/box-pro/535443,535443,alejandro-luna,yes
Tyler Howard,https://boxrec.com/en/box-pro/611336,611336,tyler-howard,yes
Miguel Canto,https://boxrec.com/en/box-pro/9002,9002,miguel-canto,yes
Dejan Zlaticanin,https://boxrec.com/en/box-pro/451354,451354,dejan-zlaticanin,yes
Devin Vargas,https://boxrec.com/en/box-pro/283628,283628,,no
Donnie Penelton,https://boxrec.com/en/box-pro/4788,4788,,no
Movladdin Biyarslanov,https://boxrec.com/en/box-pro/855570,855570,,no
Will Madera,https://boxrec.com/en/box-pro/664144,664144,,no
Moises Flores,https://boxrec.com/en/box-pro/472418,472418,moises-flores,yes
Juan Carlos Abreu,https://boxrec.com/en/box-pro/580120,580120,,no
Terry Daniels,https://boxrec.com/en/box-pro/10886,10886,,no
Kiria Tapia,https://boxrec.com/en/box-pro/866593,866593,,no
Kerem Ozmen,https://boxrec.com/en/box-pro/1044050,1044050,,no
Michael Fontanez,https://boxrec.com/en/box-pro/863486,863486,,no
Rosalinda Rodriguez,https://boxrec.com/en/box-pro/720853,720853,rosalinda-rodriguez,yes
Lynn Ball,https://boxrec.com/en/box-pro/2403,2403,,no
Anthony Garnica,https://boxrec.com/en/box-pro/853206,853206,anthony-garnica,yes
Samir Ziani,https://boxrec.com/en/box-pro/537406,537406,samir-ziani,yes
Henry Coyle,https://boxrec.com/en/box-pro/381701,381701,,no
Demetrius Banks,https://boxrec.com/en/box-pro/606580,606580,,no
Sara Bailey,https://boxrec.com/en/box-pro/874006,874006,,no
Mykquan Williams,https://boxrec.com/en/box-pro/754671,754671,,no
Randolph Turpin,https://boxrec.com/en/box-pro/13106,13106,randolph-turpin,yes
Matthew Hilton,https://boxrec.com/en/box-pro/9739,9739,matthew-hilton,yes
Michael Grant,https://boxrec.com/en/box-pro/324357,324357,,no
Prenice Brewer,https://boxrec.com/en/box-pro/364645,364645,prenice-brewer,yes
Benny Leonard,https://boxrec.com/en/box-pro/9001,9001,benny-leonard,yes
Larry Bonds,https://boxrec.com/en/box-pro/2289,2289,larry-bonds,yes
BoxRec: Juan Meza,https://boxrec.com/en/box-pro/8382,8382,juan-meza,yes
Maxim Dadashev,https://boxrec.com/en/box-pro/750640,750640,maxim-dadashev,yes
Michael Gomez Jnr,https://boxrec.com/en/box-pro/691026,691026,michael-gomez-jnr,yes
Robin Sirwan Safar,https://boxrec.com/en/box-pro/791491,791491,,no
Alexander Flores,https://boxrec.com/en/box-pro/534091,534091,alexander-flores,yes
Samuel Figueroa,https://boxrec.com/en/box-pro/584846,584846,,no
Nagy Aguilera,https://boxrec.com/en/box-pro/419933,419933,,no
Mike Tyson,https://boxrec.com/en/box-pro/000474,000474,,no
Jose Luis Garcia,https://boxrec.com/en/box-pro/15781,15781,,no
Milton Nunez,https://boxrec.com/en/box-pro/358405,358405,,no
Mark Breland,https://boxrec.com/en/box-pro/449,449,mark-breland,yes
Skender Halili,https://boxrec.com/en/box-pro/546233,546233,,no
Angel Garcia,https://boxrec.com/en/box-pro/580254,580254,,no
Hugo Castaneda,https://boxrec.com/en/box-pro/1010864,1010864,,no
Jorge Tovar,https://boxrec.com/en/box-pro/861425,861425,,no
Curtis Meeks,https://boxrec.com/fr/box-pro/62135,62135,curtis-meeks,yes
Fernando Montiel,https://boxrec.com/en/box-pro/25209,25209,fernando-montiel,yes
Edmundo Silva,https://boxrec.com/fr/box-pro/356129,356129,,no
Michael Englert,https://boxrec.com/en/box-pro/68723,68723,michael-englert,yes
Thomas Tate,https://boxrec.com/en/box-pro/1588,1588,thomas-tate,yes
Adrian King,https://boxrec.com/en/box-pro/1183068,1183068,,no
Colby Madison,https://boxrec.com/en/box-pro/754151,754151,,no
Cesar Francis,https://boxrec.com/en/box-pro/791911,791911,,no
Yukinori Oguni,https://boxrec.com/en/box-pro/518213,518213,yukinori-oguni,yes
John Vallejo,https://boxrec.com/de/box-pro/861691,861691,,no
