name,url
Marley Mason,https://boxrec.com/en/box-pro/1100851
Orlando Salido,https://boxrec.com/en/box-pro/43998
James Kirkland,https://boxrec.com/en/box-pro/62137
Ronald Wright,https://boxrec.com/en/box-pro/3600
Raymond Ford,https://boxrec.com/en/box-pro/861531
Evan Holyfield,https://boxrec.com/en/box-pro/863501
Laszlo Toth,https://boxrec.com/en/box-pro/534845
Charles Martin,https://boxrec.com/en/box-pro/631078
Sergio Mora,https://boxrec.com/en/box-pro/36966
Chris Algieri,https://boxrec.com/en/box-pro/449201
Terrel Williams,https://boxrec.com/cn/box-pro/471653
Tomas Salek,https://boxrec.com/en/box-pro/796559
Savannah Marshall,https://boxrec.com/en/box-pro/803108
Imam Khataev,https://boxrec.com/en/box-pro/852471
Fernando Vargas,https://boxrec.com/en/box-pro/900242
Tomoki Kameda,https://boxrec.com/en/box-pro/472942
Sam Goodman,https://boxrec.com/en/box-pro/832952
