filename,boxer_id,language,issues,url
en_box-pro_11622.html,11622,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/11622
en_box-pro_213606.html,213606,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/213606
en_box-pro_97474.html,97474,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/97474
en_box-pro_749119.html,749119,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/749119
en_box-pro_378929.html,378929,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/378929
en_box-pro_704135.html,704135,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/704135
en_box-pro_1032263.html,1032263,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1032263
en_box-pro_503482.html,503482,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/503482
en_box-pro_8340.html,8340,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/8340
en_box-pro_12665.html,12665,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/12665
en_box-pro_60809.html,60809,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/60809
en_box-pro_765830.html,765830,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/765830
en_box-pro_968867.html,968867,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/968867
en_box-pro_254948.html,254948,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/254948
en_box-pro_8069.html,8069,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/8069
en_box-pro_876218.html,876218,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/876218
en_box-pro_168872.html,168872,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/168872
en_box-pro_23641.html,23641,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/23641
en_box-pro_789597.html,789597,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/789597
en_box-pro_1618.html,1618,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1618
en_box-pro_23704.html,23704,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/23704
en_box-pro_947332.html,947332,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/947332
en_box-pro_928853.html,928853,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/928853
en_box-pro_5421.html,5421,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/5421
en_box-pro_31056.html,31056,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/31056
en_box-pro_605450.html,605450,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/605450
en_box-pro_475465.html,475465,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/475465
en_box-pro_1243144.html,1243144,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1243144
en_box-pro_500607.html,500607,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/500607
en_box-pro_872888.html,872888,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/872888
en_box-pro_16.html,16,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/16
en_box-pro_803924.html,803924,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/803924
en_box-pro_817967.html,817967,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/817967
en_box-pro_8706.html,8706,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/8706
en_box-pro_90061.html,90061,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/90061
en_box-pro_716722.html,716722,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/716722
en_box-pro_667850.html,667850,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/667850
en_box-pro_1262025.html,1262025,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1262025
en_box-pro_570293.html,570293,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/570293
en_box-pro_639.html,639,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/639
en_box-pro_6061.html,6061,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/6061
en_box-pro_645472.html,645472,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/645472
en_box-pro_16149.html,16149,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/16149
en_box-pro_32945.html,32945,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/32945
en_box-pro_644799.html,644799,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/644799
en_box-pro_691396.html,691396,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/691396
en_box-pro_744044.html,744044,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/744044
en_box-pro_1087201.html,1087201,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1087201
en_box-pro_8839.html,8839,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/8839
en_box-pro_865249.html,865249,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/865249
en_box-pro_1016268.html,1016268,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1016268
en_box-pro_144726.html,144726,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/144726
en_box-pro_009038.html,009038,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/009038
en_box-pro_847787.html,847787,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/847787
en_box-pro_788144.html,788144,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/788144
en_box-pro_115729.html,115729,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/115729
en_box-pro_11458.html,11458,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/11458
en_box-pro_861066.html,861066,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/861066
en_box-pro_360267.html,360267,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/360267
en_box-pro_800125.html,800125,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/800125
en_box-pro_1031662.html,1031662,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1031662
en_box-pro_296790.html,296790,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/296790
en_box-pro_257299.html,257299,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/257299
en_box-pro_516570.html,516570,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/516570
en_box-pro_77495.html,77495,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/77495
en_box-pro_20958.html,20958,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/20958
en_box-pro_1036095.html,1036095,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1036095
en_box-pro_619.html,619,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/619
en_box-pro_528567.html,528567,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/528567
en_box-pro_676332.html,676332,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/676332
en_box-pro_738579.html,738579,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/738579
en_box-pro_160.html,160,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/160
en_box-pro_342048.html,342048,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/342048
en_box-pro_250747.html,250747,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/250747
en_box-pro_496178.html,496178,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/496178
en_box-pro_12716.html,12716,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/12716
en_box-pro_015083.html,015083,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/015083
en_box-pro_262773.html,262773,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/262773
en_box-pro_1171943.html,1171943,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1171943
en_box-pro_43719.html,43719,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/43719
en_box-pro_1273478.html,1273478,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1273478
en_box-pro_124392.html,124392,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/124392
en_box-pro_883690.html,883690,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/883690
en_box-pro_866296.html,866296,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/866296
en_box-pro_750565.html,750565,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/750565
en_box-pro_18120.html,18120,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/18120
en_box-pro_625357.html,625357,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/625357
en_box-pro_97229.html,97229,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/97229
en_box-pro_1025314.html,1025314,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1025314
en_box-pro_164099.html,164099,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/164099
en_box-pro_422176.html,422176,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/422176
en_box-pro_42919.html,42919,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/42919
en_box-pro_788164.html,788164,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/788164
en_box-pro_300796.html,300796,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/300796
en_box-pro_489720.html,489720,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/489720
en_box-pro_77704.html,77704,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/77704
en_box-pro_642513.html,642513,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/642513
en_box-pro_855630.html,855630,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/855630
en_box-pro_9025.html,9025,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/9025
en_box-pro_773593.html,773593,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/773593
en_box-pro_14400.html,14400,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/14400
en_box-pro_548274.html,548274,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/548274
en_box-pro_862386.html,862386,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/862386
en_box-pro_205463.html,205463,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/205463
en_box-pro_1114697.html,1114697,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1114697
en_box-pro_571.html,571,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/571
en_box-pro_805891.html,805891,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/805891
en_box-pro_835877.html,835877,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/835877
en_box-pro_876845.html,876845,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/876845
en_box-pro_41270.html,41270,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/41270
en_box-pro_892701.html,892701,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/892701
en_box-pro_988.html,988,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/988
en_box-pro_863714.html,863714,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/863714
en_box-pro_11897.html,11897,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/11897
en_box-pro_1950.html,1950,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1950
en_box-pro_5010.html,5010,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/5010
en_box-pro_775001.html,775001,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/775001
en_box-pro_69219.html,69219,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/69219
en_box-pro_50877.html,50877,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/50877
en_box-pro_779921.html,779921,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/779921
en_box-pro_785982.html,785982,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/785982
en_box-pro_524801.html,524801,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/524801
en_box-pro_1240498.html,1240498,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1240498
en_box-pro_336935.html,336935,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/336935
en_box-pro_782178.html,782178,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/782178
en_box-pro_875.html,875,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/875
en_box-pro_17914.html,17914,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/17914
en_box-pro_775113.html,775113,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/775113
en_box-pro_59302.html,59302,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/59302
en_box-pro_626585Sam%20Eggington.html,626585Sam%20Eggington,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/626585Sam%20Eggington
en_box-pro_3890.html,3890,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/3890
en_box-pro_34798.html,34798,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/34798
en_box-pro_41362.html,41362,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/41362
en_box-pro_828910.html,828910,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/828910
en_box-pro_16554.html,16554,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/16554
en_box-pro_224.html,224,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/224
en_box-pro_849445.html,849445,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/849445
en_box-pro_858254.html,858254,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/858254
en_box-pro_701946.html,701946,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/701946
en_box-pro_799870.html,799870,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/799870
en_box-pro_12901.html,12901,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/12901
en_box-pro_1039248.html,1039248,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1039248
en_box-pro_16738.html,16738,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/16738
en_box-pro_551215.html,551215,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/551215
en_box-pro_204462.html,204462,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/204462
en_box-pro_7001.html,7001,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/7001
en_box-pro_7144.html,7144,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/7144
en_box-pro_33533.html,33533,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/33533
en_box-pro_816268.html,816268,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/816268
en_box-pro_920891.html,920891,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/920891
en_box-pro_856026.html,856026,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/856026
en_box-pro_718008.html,718008,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/718008
en_box-pro_625947.html,625947,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/625947
en_box-pro_802856.html,802856,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/802856
en_box-pro_245656.html,245656,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/245656
en_box-pro_864383.html,864383,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/864383
en_box-pro_1145319.html,1145319,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1145319
en_box-pro_499034.html,499034,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/499034
en_box-pro_1056207.html,1056207,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/1056207
en_box-pro_314868.html,314868,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/314868
en_box-pro_10592.html,10592,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/10592
en_box-pro_718399.html,718399,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/718399
en_box-pro_241750.html,241750,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/241750
en_box-pro_5712.html,5712,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/5712
en_box-pro_793483.html,793483,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/793483
en_box-pro_700603.html,700603,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/700603
en_box-pro_542897.html,542897,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/542897
en_box-pro_7406.html,7406,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/7406
en_box-pro_859691.html,859691,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/859691
en_box-pro_998500.html,998500,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/998500
en_box-pro_14302.html,14302,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/14302
en_box-pro_001853.html,001853,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/001853
en_box-pro_9418.html,9418,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/9418
en_box-pro_572172.html,572172,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/572172
en_box-pro_7955.html,7955,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/7955
en_box-pro_5987.html,5987,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/5987
en_box-pro_871302.html,871302,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/871302
en_box-pro_789718.html,789718,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/789718
en_box-pro_885115.html,885115,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/885115
en_box-pro_799718.html,799718,en,LOGIN_PAGE,https://boxrec.com/en/box-pro/799718
